Henthorn,Hodder Place,Whalley Weir,New Jumbles Rock,Samlesbury
39.7,19.3,17.5,81.4,107.0
38.9,19.2,17.4,80.3,105.0
38.3,19.0,17.2,79.2,103.0
37.5,18.5,17.1,78.1,101.0
37.0,18.3,16.9,77.0,99.6
36.2,18.1,16.7,75.7,98.0
35.7,17.9,16.5,74.8,96.2
35.1,17.6,16.3,73.8,94.5
34.4,17.4,16.2,72.9,92.9
34.0,17.2,16.0,72.0,91.5
33.5,17.0,15.8,71.0,90.0
33.0,16.8,15.7,69.9,88.4
32.5,16.6,15.6,69.2,86.9
32.0,16.4,15.4,68.2,85.6
31.6,16.2,15.2,67.6,84.3
31.1,16.0,15.1,66.8,82.8
30.6,15.8,15.1,65.9,81.5
30.3,15.6,15.1,65.0,80.3
29.8,15.4,14.0,64.1,79.1
29.3,15.3,14.5,63.4,78.0
28.8,15.0,15.0,62.8,76.7
28.5,14.9,15.0,61.8,75.7
28.1,14.7,14.4,61.2,74.6
27.8,14.6,14.2,60.7,73.5
27.5,14.5,14.1,60.3,72.6
27.0,14.3,14.0,59.5,71.6
26.8,14.2,13.8,58.6,70.6
26.4,14.1,13.5,58.1,69.8
26.2,13.8,13.5,57.4,68.8
25.9,13.7,13.4,56.6,67.8
25.6,13.7,13.2,56.2,67.1
25.3,13.5,13.1,55.6,66.2
25.1,13.3,12.8,55.0,65.3
24.9,13.3,12.7,54.2,64.5
24.5,13.1,12.6,53.8,63.8
24.3,13.1,12.6,53.2,62.9
24.0,13.0,12.5,52.6,62.2
23.8,12.8,12.3,52.0,61.5
23.6,12.7,12.2,51.4,60.8
23.4,12.5,12.1,51.0,60.2
23.0,12.5,12.0,50.7,59.5
22.9,12.4,11.9,50.1,58.8
22.7,12.3,11.8,49.7,58.2
22.4,12.2,11.6,49.2,57.5
22.3,12.0,11.7,48.8,56.9
22.0,11.9,11.6,48.3,56.3
21.9,11.9,11.4,47.8,55.8
21.6,11.7,11.3,47.3,55.3
21.5,11.6,11.2,46.9,54.8
21.3,11.6,11.2,46.6,54.3
21.1,11.5,11.1,46.2,53.8
21.0,11.4,11.1,45.7,53.4
20.7,11.3,11.0,45.4,53.0
20.6,11.3,11.0,45.0,52.5
20.5,11.2,10.9,44.7,52.2
20.3,11.1,10.9,44.4,51.7
20.2,11.0,10.5,44.1,51.3
20.0,11.0,10.5,43.7,51.0
19.8,10.9,10.5,43.4,50.6
19.7,10.9,10.3,42.9,50.2
19.5,10.8,10.3,42.4,49.8
19.4,10.6,10.3,42.3,49.5
19.3,10.6,10.2,42.0,49.1
19.2,10.5,10.1,41.7,48.7
19.0,10.4,9.99,41.3,48.5
18.8,10.4,9.99,41.2,48.1
18.7,10.2,9.9,40.7,47.7
18.6,10.3,9.86,40.3,47.5
18.5,10.2,9.73,40.2,47.2
18.4,10.2,9.68,39.9,46.9
18.2,10.1,9.64,39.5,46.5
18.1,9.97,9.51,39.3,46.2
18.0,9.93,9.51,38.9,46.0
17.8,9.88,9.42,38.8,45.7
17.8,9.84,9.29,38.5,45.4
17.6,9.79,9.25,38.2,45.1
17.5,9.71,9.16,37.9,44.7
17.4,9.66,9.12,37.8,44.5
17.3,9.66,8.99,37.4,44.3
17.2,9.53,8.94,36.9,44.0
17.1,9.44,8.94,36.8,43.8
17.0,9.49,8.9,36.5,43.5
17.0,9.4,8.87,36.4,43.3
16.8,9.36,8.8,36.1,43.1
16.8,9.31,8.8,36.0,42.8
16.6,9.27,8.69,35.8,42.5
16.6,9.23,8.69,35.5,42.3
16.6,9.19,8.69,35.4,42.1
16.4,9.14,8.62,35.1,41.9
16.3,9.06,8.65,35.0,41.7
16.2,9.02,8.58,34.9,41.5
16.3,9.02,8.72,34.6,41.3
16.2,8.93,8.76,34.4,41.1
16.2,8.93,8.9,34.3,40.9
16.2,8.89,8.99,34.2,40.7
16.1,8.89,9.25,34.3,40.5
16.0,8.81,9.2,34.3,40.3
16.0,8.77,9.29,34.4,40.1
16.0,8.81,9.42,34.4,39.9
16.1,8.77,9.68,34.4,39.9
16.0,8.77,9.9,34.4,39.6
16.0,8.76,10.2,34.6,39.6
16.0,8.76,10.5,34.7,39.4
16.1,8.72,10.7,35.0,39.2
16.1,8.77,11.2,35.1,39.2
16.1,8.77,11.4,35.4,39.0
16.2,8.76,11.5,35.7,39.0
16.2,8.77,11.7,36.0,38.8
16.2,8.77,11.8,36.4,38.7
16.3,8.77,12.0,36.7,38.7
16.3,8.89,12.2,36.9,38.6
16.4,8.93,12.3,37.1,38.6
16.6,8.89,12.6,37.5,38.7
16.6,8.93,12.8,37.8,38.7
16.7,9.06,13.3,37.9,38.7
16.8,9.06,13.6,38.2,38.9
16.9,9.19,14.0,38.6,39.0
17.0,9.27,14.3,39.0,39.2
17.1,9.36,14.6,39.6,39.2
17.2,9.49,15.2,40.2,39.5
17.4,9.53,15.8,40.7,39.8
17.6,9.62,16.5,41.3,40.0
17.7,9.71,17.1,42.1,40.3
17.9,9.88,17.9,42.9,40.7
18.2,10.1,19.2,43.9,41.1
18.4,10.2,20.6,45.0,41.6
18.8,10.4,22.0,46.3,42.0
19.1,10.6,23.4,48.1,42.5
19.7,10.8,24.8,50.0,43.1
20.3,11.2,27.0,52.3,43.5
21.0,11.6,30.3,54.5,44.3
22.3,12.0,33.9,57.4,45.0
23.9,12.6,38.4,61.2,46.0
25.7,13.4,43.8,66.2,47.0
28.3,14.4,50.2,72.6,48.0
31.6,15.3,58.6,80.3,49.2
35.6,16.4,67.0,89.8,50.6
39.9,17.5,74.2,101.0,52.0
44.1,18.8,80.4,113.0,53.6
47.5,20.4,88.2,126.0,55.2
50.2,22.5,93.8,137.0,57.2
51.8,25.0,96.7,148.0,59.7
52.6,27.9,99.8,158.0,62.6
52.7,31.1,101.0,165.0,66.0
52.7,33.9,101.0,171.0,70.3
52.4,36.3,100.0,175.0,76.0
51.7,38.1,98.8,178.0,84.2
51.1,39.1,97.4,179.0,95.3
50.8,39.9,94.5,180.0,108.0
50.1,40.1,91.7,179.0,124.0
49.7,40.2,88.5,178.0,140.0
49.3,40.2,85.3,174.0,155.0
48.7,39.8,81.3,171.0,167.0
48.4,39.3,77.7,168.0,178.0
48.1,38.6,74.4,164.0,186.0
47.7,38.0,70.9,160.0,192.0
47.8,37.2,68.4,156.0,197.0
48.4,36.3,65.6,152.0,200.0
49.4,35.5,63.0,149.0,201.0
51.2,34.8,60.9,146.0,201.0
53.3,34.0,58.6,145.0,200.0
54.8,33.3,56.5,143.0,198.0
56.1,32.5,54.9,143.0,195.0
57.1,31.9,52.9,142.0,192.0
57.8,31.2,51.2,141.0,188.0
58.2,30.4,49.6,140.0,184.0
58.3,29.8,48.3,138.0,181.0
58.1,29.2,47.3,137.0,177.0
57.9,28.6,46.0,135.0,174.0
57.4,28.0,44.7,133.0,170.0
57.1,27.6,43.6,132.0,168.0
56.6,26.9,42.7,130.0,165.0
55.6,26.4,41.7,128.0,163.0
55.0,25.8,41.0,126.0,162.0
54.3,25.3,40.0,124.0,160.0
53.6,24.9,39.1,122.0,158.0
52.8,24.3,38.5,120.0,157.0
52.0,23.9,38.0,118.0,155.0
51.1,23.5,37.2,116.0,153.0
50.2,22.9,36.5,114.0,151.0
49.5,22.5,35.8,112.0,149.0
48.7,22.1,35.2,111.0,147.0
47.9,21.5,34.5,109.0,145.0
46.8,21.2,33.8,107.0,143.0
46.3,20.7,33.2,105.0,140.0
45.4,20.5,32.7,103.0,138.0
44.8,20.1,32.3,102.0,136.0
44.0,19.8,31.6,100.0,134.0
43.3,19.5,31.2,98.4,131.0
42.4,19.2,30.7,97.0,129.0
41.9,18.8,30.1,95.4,127.0
41.3,18.5,29.6,94.1,124.0
40.5,18.5,29.1,92.4,122.0
39.9,18.1,28.8,91.3,120.0
39.2,17.7,28.4,89.8,118.0
38.6,17.5,27.9,88.4,116.0
37.8,17.2,27.6,87.4,114.0
37.5,17.0,27.8,86.1,112.0
36.7,16.8,26.8,85.0,110.0
36.2,16.4,26.4,84.0,108.0
35.7,16.4,25.9,82.9,107.0
35.3,16.2,25.6,81.6,105.0
34.8,15.9,25.2,80.5,103.0
34.3,15.8,24.9,79.5,101.0
34.1,15.5,24.6,78.4,99.6
33.5,15.3,24.5,77.3,98.0
33.0,15.1,24.1,76.5,96.4
32.6,15.0,23.8,75.6,95.0
32.2,14.8,23.5,74.8,93.5
31.9,14.6,23.4,73.7,92.2
31.4,14.5,23.1,73.1,90.8
31.1,14.4,22.9,72.4,89.5
30.6,14.2,22.6,71.5,88.2
30.3,13.9,22.4,70.9,87.0
29.9,13.9,22.2,69.9,85.8
29.7,13.8,21.9,69.0,84.5
29.2,13.6,21.7,68.5,83.5
29.0,13.6,21.6,67.6,82.4
28.6,13.3,21.4,67.2,81.4
28.3,13.2,21.2,66.4,80.4
28.0,13.1,20.9,65.9,79.4
27.7,13.1,20.6,65.3,78.4
27.5,12.9,20.5,64.5,77.4
27.1,12.9,20.4,64.1,76.4
26.9,12.7,20.2,63.5,75.5
26.8,12.6,20.0,62.9,74.8
26.4,12.5,19.8,62.2,73.7
26.3,12.4,19.8,61.9,73.0
26.0,12.4,19.8,61.5,72.2
25.8,12.4,19.8,60.9,71.4
25.5,12.3,19.7,60.6,70.6
25.4,12.4,20.0,60.3,69.9
25.2,12.2,19.9,59.8,69.2
25.1,12.2,20.0,59.7,68.5
25.0,12.4,20.4,59.7,68.0
25.1,12.3,20.9,59.5,67.5
25.0,12.3,21.0,59.5,66.9
24.9,12.4,21.1,59.8,66.3
24.9,12.6,21.5,60.1,65.8
24.7,12.7,21.7,60.3,65.5
24.7,13.0,22.0,60.6,65.0
24.5,13.2,22.2,60.7,64.7
24.5,13.4,22.2,61.2,64.4
24.4,14.1,22.3,61.6,64.2
24.3,14.6,22.3,61.8,64.1
24.4,15.3,22.4,62.2,64.1
24.3,15.9,22.5,62.9,64.1
24.4,16.5,22.8,63.5,64.1
24.4,16.9,23.4,64.1,64.2
24.5,17.7,23.6,65.2,64.3
24.3,18.5,23.7,66.1,64.5
24.3,19.8,23.7,66.7,64.7
24.2,20.9,23.6,67.5,65.1
24.1,21.8,23.5,68.2,65.4
24.1,22.3,23.4,69.5,65.7
24.0,22.5,23.3,70.3,66.1
23.9,22.8,23.2,70.9,66.4
23.8,22.9,22.9,70.9,66.8
23.8,22.9,22.8,70.9,67.2
23.6,23.0,22.8,70.9,67.5
23.6,23.2,22.7,70.9,68.1
23.5,23.3,22.5,70.7,68.7
23.4,23.5,22.4,70.7,69.4
23.3,23.5,22.2,70.7,70.2
23.1,23.5,22.2,70.4,71.0
23.0,23.5,21.9,70.3,71.8
22.9,23.5,21.6,69.9,72.6
22.8,23.3,21.5,69.8,73.4
22.5,23.0,21.4,69.2,74.1
22.4,23.0,21.3,69.0,74.7
22.3,22.7,21.3,68.6,75.0
22.1,22.5,21.0,68.1,75.2
22.0,22.2,20.9,67.6,75.3
21.8,21.9,20.8,67.2,75.3
21.6,21.6,20.6,66.5,75.2
21.5,21.3,20.4,66.1,75.2
21.3,21.1,20.2,65.5,75.0
21.1,20.7,20.0,65.0,74.9
21.1,20.4,19.8,64.5,74.6
21.0,20.2,19.6,63.8,74.2
20.8,19.8,19.5,63.3,74.0
20.6,19.5,19.2,62.9,73.4
20.5,19.4,19.1,61.9,73.0
20.3,19.0,18.9,61.3,72.6
20.2,18.8,18.7,60.7,72.1
20.0,18.5,18.5,60.3,71.6
19.8,18.3,18.4,59.7,71.0
19.7,17.9,18.3,59.2,70.5
19.6,17.8,18.1,58.6,69.9
19.4,17.5,17.9,57.9,69.2
19.4,17.3,17.8,57.3,68.5
19.2,17.0,17.6,56.8,67.9
19.1,16.8,17.5,56.4,67.3
19.0,16.6,17.4,55.6,66.6
18.8,16.5,17.2,55.2,65.9
18.8,16.4,17.0,54.9,65.3
18.6,16.1,16.9,54.3,64.5
18.5,15.9,16.8,53.8,64.0
18.4,15.8,16.7,53.4,63.3
18.3,15.6,16.5,52.9,62.6
18.2,15.4,16.4,52.3,62.1
18.1,15.3,16.3,51.9,61.4
18.0,15.1,16.2,51.4,60.7
17.8,14.9,16.1,51.0,60.2
17.7,14.8,16.0,50.7,59.6
17.6,14.7,15.9,50.4,59.0
17.5,14.5,15.9,50.0,58.5
17.4,14.3,15.7,49.5,57.9
17.4,14.1,15.5,49.2,57.3
17.3,14.0,15.5,48.8,56.8
17.2,13.9,15.4,48.4,56.3
17.1,13.7,15.3,48.2,55.9
17.0,13.6,15.2,47.8,55.5
16.8,13.5,15.1,47.3,55.1
16.8,13.3,15.1,47.1,54.7
16.7,13.2,15.0,46.8,54.3
16.6,13.1,15.1,46.3,54.0
16.5,13.0,14.8,46.0,53.6
16.4,12.9,14.7,45.8,53.3
16.3,12.8,14.7,45.5,52.9
16.2,12.7,14.7,45.2,52.5
16.2,12.6,14.6,44.9,52.2
16.2,12.5,14.5,44.6,51.8
16.0,12.4,14.5,44.3,51.5
16.0,12.3,14.3,44.2,51.2
15.8,12.2,14.2,43.9,50.9
15.8,12.1,14.2,43.4,50.6
15.7,12.0,13.9,43.3,50.3
15.7,11.9,13.8,42.9,50.0
15.6,11.8,13.8,42.6,49.7
15.5,11.8,13.7,42.3,49.4
15.4,11.6,13.6,42.0,49.1
15.3,11.6,13.5,41.7,48.8
15.3,11.5,13.4,41.5,48.5
15.2,11.4,13.4,41.3,48.2
15.1,11.3,13.3,40.9,48.0
15.1,11.3,13.2,40.7,47.7
15.1,11.3,13.1,40.5,47.5
14.9,11.1,12.9,40.2,47.2
14.9,11.0,13.0,40.0,47.0
14.8,11.0,12.9,39.8,46.7
14.7,10.9,12.9,39.5,46.5
14.7,10.9,12.8,39.3,46.2
14.6,10.8,12.8,39.1,46.0
14.6,10.8,12.7,38.9,45.7
14.5,10.7,12.5,38.6,45.5
14.5,10.6,12.4,38.5,45.2
14.5,10.6,12.3,38.3,45.0
14.4,10.5,12.3,37.9,44.8
14.3,10.4,12.2,37.8,44.6
14.2,10.3,12.2,37.5,44.4
14.1,10.2,12.0,37.4,44.1
14.1,10.2,12.0,37.1,43.9
14.0,10.2,12.0,37.0,43.7
14.0,10.1,11.8,36.7,43.5
14.0,10.1,11.8,36.4,43.3
13.9,9.97,11.6,36.1,43.1
13.9,9.88,11.6,36.0,42.8
13.8,9.88,11.5,35.8,42.7
13.7,9.84,11.5,35.6,42.5
13.6,9.79,11.4,35.4,42.3
13.6,9.71,11.3,35.1,42.1
13.6,9.66,11.3,35.0,41.9
13.5,9.66,11.2,34.9,41.7
13.5,9.62,11.2,34.6,41.6
13.4,9.53,11.1,34.5,41.3
13.3,9.53,11.1,34.5,41.2
13.3,9.49,11.0,34.2,41.1
13.2,9.44,10.9,34.0,40.9
13.2,9.44,10.9,33.9,40.7
13.2,9.44,10.8,33.8,40.5
13.2,9.4,10.9,33.6,40.4
13.2,9.4,10.8,33.5,40.2
13.2,9.4,10.6,33.5,40.1
13.2,9.44,10.7,33.5,40.1
13.3,9.53,10.7,33.6,40.1
13.5,9.66,10.8,33.6,39.9
13.6,9.79,10.8,33.8,39.7
13.9,10.0,10.8,34.0,39.6
14.8,10.4,10.9,34.3,39.6
14.9,11.1,11.2,34.9,39.5
15.1,12.2,11.7,35.6,39.4
15.2,13.3,12.8,36.7,39.4
15.4,14.5,13.3,37.8,39.4
15.8,15.5,13.5,39.3,39.6
16.4,16.2,14.0,41.7,39.6
17.4,17.0,14.5,44.3,39.9
18.5,18.1,14.8,46.3,40.1
19.1,19.8,15.1,48.5,40.3
19.5,21.4,15.6,51.0,40.5
19.8,23.1,16.0,53.8,40.8
20.0,24.6,16.9,56.4,41.2
20.3,25.4,17.8,58.8,41.5
21.1,26.4,18.4,61.0,41.9
21.8,28.0,18.6,63.2,42.3
22.8,30.2,18.8,65.5,42.8
23.4,31.6,19.0,68.1,43.5
24.0,32.5,18.9,71.0,44.3
24.5,32.9,18.8,73.6,45.2
25.0,32.9,18.9,75.6,46.5
25.0,32.9,19.1,76.7,48.0
24.9,32.9,19.5,77.3,49.8
24.8,32.8,19.8,77.8,51.7
24.7,32.5,19.8,77.8,53.8
24.5,32.2,19.8,78.0,56.1
24.5,31.8,19.8,77.7,58.8
24.3,31.2,19.8,77.3,61.6
24.3,30.7,19.8,77.0,64.4
24.3,30.0,19.8,76.4,67.3
24.4,29.3,19.8,75.8,70.1
24.3,28.6,19.7,75.3,72.8
24.5,28.0,19.6,74.5,75.4
24.5,27.3,19.4,74.2,77.3
24.5,26.7,19.3,73.6,79.1
24.5,26.2,19.1,73.1,80.3
24.5,25.6,18.9,72.5,81.0
24.3,25.1,18.8,72.0,81.6
24.3,24.7,18.7,71.2,81.9
24.1,24.1,18.6,70.4,81.8
24.0,23.7,18.5,69.8,81.7
24.1,23.4,18.4,69.3,81.4
24.5,23.1,18.4,68.9,81.1
25.5,23.1,18.4,68.7,80.6
27.4,23.0,19.2,68.7,80.3
30.0,23.1,19.8,69.3,79.8
32.2,23.7,20.1,71.5,79.8
34.1,24.6,20.4,74.8,79.7
35.4,25.6,21.0,78.3,79.6
37.1,27.0,21.4,81.3,79.4
38.9,29.3,21.9,84.7,79.4
40.6,32.2,22.8,87.9,79.5
42.8,34.6,24.1,91.8,79.8
44.4,36.5,26.2,96.6,80.6
46.2,37.6,28.9,102.0,81.3
48.3,38.5,31.4,107.0,82.2
50.4,39.4,33.2,112.0,83.5
52.3,40.4,34.3,117.0,85.4
54.2,42.8,34.9,122.0,87.6
55.6,45.2,35.8,126.0,90.6
57.6,47.7,36.7,131.0,93.7
58.4,49.4,38.0,135.0,97.3
58.9,50.4,39.2,140.0,101.0
59.3,51.1,39.7,143.0,106.0
59.6,51.5,39.8,146.0,111.0
59.1,51.5,39.9,148.0,116.0
58.6,51.4,39.7,148.0,122.0
57.9,51.1,39.2,148.0,128.0
57.8,50.2,38.8,148.0,134.0
57.0,49.4,38.3,146.0,139.0
56.4,48.5,37.7,145.0,145.0
56.3,47.4,37.0,143.0,150.0
55.5,46.2,36.4,141.0,155.0
54.9,45.1,36.0,138.0,159.0
54.0,44.0,35.2,136.0,162.0
53.2,43.1,34.6,134.0,165.0
52.7,42.1,34.2,132.0,166.0
52.0,41.3,33.4,130.0,167.0
51.4,40.2,32.9,127.0,166.0
50.7,39.5,32.1,125.0,166.0
49.8,38.6,31.6,123.0,164.0
49.3,37.6,31.0,121.0,163.0
48.9,37.1,30.6,119.0,161.0
48.2,36.3,29.8,117.0,158.0
47.9,35.5,29.4,116.0,156.0
47.5,34.6,28.8,114.0,154.0
46.9,33.9,28.4,112.0,151.0
46.6,33.1,28.0,111.0,149.0
46.3,32.3,27.4,109.0,146.0
46.0,31.6,27.0,108.0,143.0
45.7,30.9,26.6,107.0,141.0
45.4,30.2,26.2,105.0,138.0
44.9,29.4,25.7,104.0,136.0
44.7,28.8,25.2,102.0,133.0
44.2,28.2,25.0,101.0,131.0
43.8,27.6,24.5,99.9,129.0
43.5,27.0,24.2,98.4,127.0
42.8,26.4,23.8,97.1,125.0
42.3,25.9,23.4,95.7,123.0
41.9,25.5,23.1,94.4,121.0
41.7,24.9,22.8,93.3,119.0
41.0,24.4,22.5,92.0,117.0
40.5,24.1,22.1,90.8,116.0
39.9,23.6,21.8,89.7,114.0
39.4,23.1,21.6,88.6,112.0
38.9,22.8,21.3,87.3,111.0
38.6,22.5,21.0,86.1,109.0
38.0,22.1,20.7,85.0,108.0
37.5,21.6,20.7,84.0,106.0
37.0,21.3,20.5,82.9,105.0
36.3,21.1,20.0,81.8,103.0
36.0,20.6,19.8,81.2,102.0
35.4,20.4,19.7,80.2,100.0
34.9,20.1,19.5,79.1,98.8
34.5,19.8,19.4,78.1,97.3
34.0,19.5,19.2,77.0,96.2
33.6,19.3,18.9,76.2,94.6
33.2,19.0,18.6,75.3,93.4
32.9,18.8,18.7,74.7,92.2
32.4,18.5,18.6,73.7,90.8
32.1,18.3,18.7,72.9,89.6
31.6,18.1,18.4,72.3,88.3
31.3,17.9,18.6,71.7,87.2
30.8,17.6,18.1,70.9,86.0
30.5,17.4,17.8,70.3,84.8
30.3,17.2,17.7,69.3,83.8
30.0,17.0,17.6,68.7,82.8
29.5,16.8,17.6,67.9,81.7
29.1,16.7,17.4,67.2,80.7
29.0,16.6,17.4,66.7,79.8
28.7,16.4,17.0,66.1,78.8
28.5,16.3,16.9,65.5,77.8
28.1,16.1,17.1,65.0,77.0
27.9,15.9,16.9,64.4,76.2
27.6,15.8,16.8,63.8,75.3
27.5,15.6,16.5,63.3,74.5
27.2,15.5,16.6,62.9,73.7
27.1,15.3,16.7,62.3,73.0
27.0,15.3,16.7,62.0,72.3
26.9,15.3,17.0,61.8,71.6
26.6,15.1,17.4,61.5,70.8
26.4,14.9,17.6,61.5,70.2
26.2,15.0,17.8,61.4,69.5
26.0,14.8,17.9,61.4,68.9
25.9,14.7,18.1,61.4,68.4
25.6,14.7,18.4,61.2,67.8
25.6,14.7,18.6,61.2,67.4
25.2,14.5,18.9,61.2,67.0
25.2,14.6,19.4,61.2,66.7
25.1,14.5,20.3,61.2,66.4
24.9,14.5,21.5,61.2,66.2
24.8,14.5,22.3,61.4,66.0
24.7,14.5,22.8,62.0,66.0
24.5,14.5,23.2,62.9,66.1
24.4,14.5,23.6,63.8,66.2
24.3,14.6,24.0,64.1,66.5
24.3,14.7,24.3,64.4,66.8
24.1,14.7,24.8,64.9,67.2
24.1,14.7,25.4,65.0,67.5
24.0,14.9,25.8,65.5,67.8
24.0,15.1,26.1,65.8,68.1
23.8,15.4,26.6,66.3,68.5
23.8,15.6,26.8,66.7,68.8
23.7,15.9,27.0,67.3,69.1
23.7,16.0,27.3,67.6,69.6
23.6,16.1,27.4,68.0,70.3
23.6,16.2,27.3,68.3,70.7
23.6,16.4,27.4,68.6,71.4
23.5,16.5,27.3,68.7,72.0
23.6,16.6,27.3,68.7,72.4
23.7,16.6,27.2,68.9,72.9
23.6,16.7,27.2,68.9,73.3
23.6,16.8,27.0,68.9,73.7
23.8,16.8,26.9,68.7,74.1
23.8,16.8,26.7,68.9,74.5
23.8,17.0,26.6,68.9,74.8
23.9,17.0,26.6,68.9,75.1
24.0,17.0,26.7,68.9,75.3
24.0,17.0,26.7,68.9,75.5
24.0,17.0,26.7,69.0,75.6
24.2,17.0,26.6,69.2,75.6
24.2,17.1,26.5,69.2,75.7
24.3,17.1,26.3,69.3,75.6
24.3,17.0,26.2,69.3,75.6
24.4,17.0,26.2,69.3,75.4
24.5,17.0,26.0,69.2,75.2
24.4,16.9,25.8,68.9,75.1
24.4,16.8,25.6,68.9,74.9
24.3,16.8,25.5,68.7,74.8
24.3,16.6,25.4,68.6,74.5
24.3,16.6,25.2,68.3,74.3
24.3,16.5,25.1,68.3,74.2
24.2,16.3,24.9,68.1,74.1
24.2,16.2,24.9,67.6,74.0
24.0,16.1,24.7,67.2,73.8
24.0,16.0,24.4,66.9,73.7
23.9,15.9,24.3,66.6,73.6
23.8,15.7,24.1,66.1,73.4
23.8,15.6,24.0,65.9,73.3
23.7,15.4,23.7,65.5,73.0
23.6,15.3,23.5,65.0,72.8
23.7,15.1,23.3,64.7,72.6
23.7,15.0,23.2,64.4,72.3
23.8,14.9,23.0,64.0,72.0
23.8,14.7,22.7,63.8,71.7
23.8,14.6,22.5,63.3,71.3
24.0,14.5,22.4,63.3,71.0
24.3,14.3,22.2,62.9,70.6
24.3,14.2,21.9,62.9,70.2
24.5,14.1,21.7,62.7,69.8
24.5,14.1,21.7,62.4,69.3
24.7,13.8,21.4,62.3,68.9
24.9,13.7,21.1,62.3,68.5
24.8,13.7,21.1,61.8,67.9
24.9,13.5,20.7,61.8,67.5
24.9,13.4,20.5,61.7,67.2
24.8,13.3,20.3,61.2,66.8
24.9,13.2,20.3,60.9,66.4
24.7,13.1,20.3,60.6,66.0
24.6,13.0,19.9,60.3,65.6
24.5,12.9,19.7,60.1,65.3
24.5,12.8,19.5,59.7,64.9
24.4,12.7,19.3,59.5,64.7
24.2,12.6,19.1,58.8,64.4
24.1,12.5,18.9,58.6,64.2
24.1,12.5,18.7,58.0,64.1
24.0,12.4,18.7,57.7,63.8
23.8,12.3,18.4,57.3,63.5
23.8,12.2,18.3,56.8,63.3
23.5,12.2,18.1,56.5,62.9
23.4,12.0,17.9,56.1,62.6
23.3,12.0,17.8,55.6,62.4
23.1,11.8,17.5,55.2,62.1
22.9,11.8,17.4,54.7,61.8
22.9,11.7,17.2,54.4,61.4
22.7,11.7,16.9,54.0,60.9
22.5,11.6,16.8,53.4,60.6
22.3,11.4,16.5,53.1,60.2
22.1,11.4,16.5,52.7,59.8
22.0,11.4,16.3,52.4,59.2
21.8,11.3,16.2,51.9,59.0
21.8,11.2,16.0,51.5,58.5
21.6,11.1,15.7,51.3,58.1
21.4,11.1,15.6,50.7,57.7
21.3,11.0,15.6,50.3,57.3
21.1,11.0,15.5,49.9,56.8
21.0,11.0,15.4,49.4,56.4
20.9,10.9,15.3,49.3,56.1
20.7,10.8,15.2,48.8,55.8
20.7,10.8,15.2,48.7,55.3
20.4,10.7,15.1,48.2,54.9
20.3,10.6,15.0,47.8,54.7
20.3,10.6,14.9,47.7,54.3
20.1,10.5,14.8,47.4,53.9
19.9,10.4,14.6,46.9,53.6
19.7,10.4,14.6,46.8,53.3
19.7,10.4,14.3,46.4,52.9
19.5,10.3,14.3,45.9,52.5
19.4,10.3,14.2,45.8,52.2
19.2,10.2,14.2,45.5,51.9
19.2,10.1,14.1,45.2,51.6
19.0,10.0,14.0,44.8,51.3
18.8,10.1,13.8,44.5,51.0
18.8,9.97,13.8,44.3,50.7
18.6,10.0,13.8,43.9,50.5
18.6,9.88,13.6,43.8,50.2
18.5,9.79,13.5,43.3,50.0
18.4,9.79,13.5,43.0,49.7
18.2,9.79,13.4,42.9,49.4
18.1,9.71,13.2,42.6,49.1
18.0,9.66,13.1,42.3,48.9
17.8,9.62,13.0,42.0,48.6
17.8,9.57,12.9,41.8,48.2
17.6,9.53,12.9,41.5,48.0
17.6,9.53,12.8,41.2,47.7
17.5,9.44,12.7,40.9,47.5
17.4,9.4,12.6,40.9,47.2
17.2,9.36,12.5,40.5,47.0
17.2,9.31,12.5,40.3,46.7
17.1,9.27,12.3,40.1,46.5
17.0,9.23,12.2,39.8,46.2
17.0,9.19,12.2,39.5,46.0
16.8,9.14,12.1,39.4,45.8
16.7,9.1,12.1,38.9,45.6
16.6,9.06,11.9,38.8,45.3
16.6,9.06,11.7,38.5,45.1
16.4,9.02,11.7,38.4,44.8
16.4,8.98,11.7,38.2,44.7
16.3,8.89,11.6,38.0,44.5
16.2,8.89,11.5,37.5,44.3
16.1,8.85,11.4,37.4,44.0
16.1,8.77,11.4,37.1,43.8
16.0,8.77,11.4,37.0,43.5
15.9,8.76,11.3,36.8,43.4
15.8,8.76,11.1,36.6,43.2
15.8,8.72,11.2,36.4,43.1
15.7,8.68,11.2,36.4,42.9
15.7,8.68,11.2,36.1,42.8
15.6,8.68,11.2,36.1,42.6
15.6,8.68,11.3,36.0,42.6
15.6,8.68,11.2,36.0,42.4
15.7,8.68,11.4,36.0,42.3
15.8,8.72,11.4,36.0,42.1
15.8,8.76,11.8,36.3,42.1
16.0,8.72,12.6,36.4,41.8
16.1,8.77,13.2,36.6,41.7
16.2,8.77,13.7,37.0,41.6
16.2,8.85,14.1,37.5,41.4
16.2,8.93,15.1,38.4,41.4
16.2,9.1,17.3,38.9,41.4
16.2,9.31,19.1,39.6,41.5
16.3,9.57,20.2,40.8,41.5
16.4,10.0,21.6,42.5,41.7
16.6,10.8,23.5,44.3,41.8
17.0,11.9,25.9,46.5,41.8
17.2,13.5,28.3,48.7,42.0
17.7,15.1,30.1,51.8,42.3
18.2,16.8,31.4,55.5,42.6
19.2,18.3,31.9,60.1,43.1
